dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,113.749445,263.395544,3.247156,7.215902,10.611621,7.919120,0.011483
0.020000,113.895907,263.397259,3.393628,7.431302,10.770004,7.919120,0.011923
0.020000,114.046708,263.399091,3.544440,7.649870,10.928386,7.919120,0.012369
0.020000,114.201910,263.401045,3.699655,7.871606,11.086768,7.919120,0.012820
0.020000,114.361578,263.403129,3.859336,8.096509,11.245151,7.919120,0.013275
0.020000,114.525774,263.405347,4.023547,8.324579,11.403533,7.919120,0.013734
0.020000,114.694561,263.407704,4.192351,8.555818,11.561916,7.919120,0.014196
0.020000,114.867972,263.410206,4.365779,8.787056,11.561916,-0.000000,0.014660
0.020000,115.046006,263.412858,4.543833,9.018294,11.561916,0.000000,0.015125
0.020000,115.228662,263.415664,4.726511,9.249532,11.561916,0.000000,0.015592
0.020000,115.415942,263.418628,4.913814,9.480771,11.561916,-0.000000,0.016058
0.020000,115.607844,263.421754,5.105742,9.712009,11.561916,0.000000,0.016523
0.020000,115.804369,263.425047,5.302295,9.943247,11.561916,0.000000,0.016986
0.020000,116.005517,263.428511,5.503472,10.174486,11.561916,-0.000000,0.017445
0.020000,116.211287,263.432148,5.709274,10.405724,11.561916,0.000000,0.017902
0.020000,116.421679,263.435963,5.919701,10.636962,11.561916,0.000000,0.018353
0.020000,116.636693,263.439957,6.134752,10.868201,11.561916,-0.000000,0.018798
0.020000,116.856330,263.444135,6.354429,11.099439,11.561916,0.000000,0.019236
0.020000,117.080589,263.448498,6.578730,11.330677,11.561916,0.000000,0.019666
0.020000,117.309469,263.453048,6.807656,11.561916,11.561916,-0.000000,0.020087
0.020000,117.542972,263.457788,7.041207,11.793154,11.561916,0.000000,0.020498
0.020000,117.781097,263.462717,7.279382,12.024392,11.561916,0.000000,0.020898
0.020000,118.023843,263.467838,7.522182,12.255631,11.561916,-0.000000,0.021285
0.020000,118.271211,263.473151,7.769607,12.486869,11.561916,0.000000,0.021659
0.020000,118.523200,263.478655,8.021657,12.718107,11.561916,0.000000,0.022017
0.020000,118.779812,263.484351,8.278332,12.949345,11.561916,-0.000000,0.022360
0.020000,119.041045,263.490236,8.539631,13.180584,11.561916,0.000000,0.022686
0.020000,119.306899,263.496310,8.805555,13.411822,11.561916,0.000000,0.022993
0.020000,119.577376,263.502569,9.076104,13.643060,11.561916,0.000000,0.023280
0.020000,119.852474,263.509012,9.351277,13.874299,11.561916,-0.000000,0.023547
0.020000,120.132194,263.515635,9.631076,14.105537,11.561916,0.000000,0.023791
0.020000,120.416536,263.522433,9.915499,14.336775,11.561916,0.000000,0.024011
0.020000,120.705500,263.529401,10.204547,14.568014,11.561916,-0.000000,0.024207
0.020000,120.999086,263.536535,10.498219,14.799252,11.561916,0.000000,0.024376
0.020000,121.297294,263.543827,10.796517,15.030490,11.561916,0.000000,0.024517
0.020000,121.600125,263.551271,11.099439,15.261729,11.561916,-0.000000,0.024629
0.020000,121.907578,263.558858,11.406986,15.492967,11.561916,0.000000,0.024710
0.020000,122.219654,263.566580,11.719158,15.724205,11.561916,0.000000,0.024759
0.020000,122.536354,263.574426,12.035954,15.955444,11.561916,-0.000000,0.024775
0.020000,122.857676,263.582386,12.357375,16.186682,11.561916,0.000000,0.024755
0.020000,123.183623,263.590448,12.683421,16.417920,11.561916,0.000000,0.024698
0.020000,123.514193,263.598600,13.014092,16.649158,11.561916,0.000000,0.024604
0.020000,123.849387,263.606827,13.349388,16.880397,11.561916,0.000000,0.024469
0.020000,124.189207,263.615115,13.689308,17.111635,11.561916,0.000000,0.024293
0.020000,124.533651,263.623448,14.033853,17.342873,11.561916,0.000000,0.024074
0.020000,124.882721,263.631808,14.383023,17.574112,11.561916,-0.000000,0.023810
0.020000,125.236416,263.640178,14.736818,17.805350,11.561916,0.000000,0.023500
0.020000,125.594738,263.648537,15.095237,18.036588,11.561916,0.000000,0.023141
0.020000,125.957687,263.656865,15.458281,18.267827,11.561916,0.000000,0.022733
0.020000,126.325263,263.665139,15.825950,18.499065,11.561916,0.000000,0.022273
0.020000,126.697466,263.673337,16.198244,18.730303,11.561916,0.000000,0.021760
0.020000,127.074298,263.681432,16.575162,18.961542,11.561916,-0.000000,0.021191
0.020000,127.455758,263.689399,16.956705,19.192780,11.561916,0.000000,0.020566
0.020000,127.841847,263.697210,17.342873,19.424018,11.561916,0.000000,0.019882
0.020000,128.232565,263.704835,17.733666,19.655257,11.561916,0.000000,0.019137
0.020000,128.627913,263.712244,18.129084,19.886495,11.561916,0.000000,0.018329
0.020000,129.027891,263.719403,18.529126,20.117733,11.561916,0.000000,0.017457
0.020000,129.432500,263.726279,18.933793,20.348971,11.561916,-0.000000,0.016518
0.020000,129.841739,263.732835,19.343085,20.580210,11.561916,0.000000,0.015511
0.020000,130.255609,263.739034,19.757001,20.811448,11.561916,0.000000,0.014433
0.020000,130.674110,263.744836,20.175543,21.042686,11.561916,0.000000,0.013283
0.020000,131.097243,263.750200,20.598709,21.273925,11.561916,0.000000,0.012058
0.020000,131.525005,263.755082,21.026500,21.505163,11.561916,0.000000,0.010756
0.020000,131.957399,263.759437,21.458915,21.736401,11.561916,-0.000000,0.009376
0.020000,132.394423,263.763218,21.895956,21.967640,11.561916,0.000000,0.007915
0.020000,132.836077,263.766375,22.337621,22.198878,11.561916,0.000000,0.006372
0.020000,133.282360,263.768858,22.783911,22.430116,11.561916,0.000000,0.004743
0.020000,133.733271,263.770612,23.234826,22.661355,11.561916,0.000000,0.003026
0.020000,134.188810,263.771582,23.690365,22.892593,11.561916,0.000000,0.001220
0.020000,134.648974,263.771710,24.150529,23.123831,11.561916,-0.000000,6.282508
0.020000,135.113762,263.770935,24.615318,23.355070,11.561916,0.000000,6.280516
0.020000,135.583173,263.769195,25.084732,23.586308,11.561916,0.000000,6.278428
0.020000,136.057203,263.766424,25.558771,23.817546,11.561916,0.000000,6.276241
0.020000,136.535850,263.762556,26.037434,24.048784,11.561916,0.000000,6.273954
0.020000,137.019112,263.757520,26.520722,24.280023,11.561916,0.000000,6.271563
0.020000,137.506985,263.751244,27.008635,24.511261,11.561916,-0.000000,6.269066
0.020000,137.999463,263.743652,27.501172,24.742499,11.561916,0.000000,6.266461
0.020000,138.496544,263.734667,27.998335,24.973738,11.561916,0.000000,6.263746
0.020000,138.998222,263.724207,28.500122,25.204976,11.561916,0.000000,6.260919
0.020000,139.504492,263.712191,29.006534,25.436214,11.561916,0.000000,6.257976
0.020000,140.015345,263.698531,29.517571,25.667453,11.561916,0.000000,6.254915
0.020000,140.530777,263.683140,30.033232,25.898691,11.561916,-0.000000,6.251734
0.020000,141.050778,263.665924,30.553518,26.129929,11.561916,0.000000,6.248431
0.020000,141.575340,263.646790,31.078429,26.361168,11.561916,0.000000,6.245003
0.020000,142.104453,263.625640,31.607965,26.592406,11.561916,0.000000,6.241448
0.020000,142.638106,263.602373,32.142125,26.823644,11.561916,0.000000,6.237763
0.020000,143.176288,263.576886,32.680911,27.054883,11.561916,0.000000,6.233946
0.020000,143.718985,263.549072,33.224321,27.286121,11.561916,0.000000,6.229995
0.020000,144.266184,263.518822,33.772356,27.517359,11.561916,-0.000000,6.225906
0.020000,144.817869,263.486022,34.325015,27.748597,11.561916,0.000000,6.221679
0.020000,145.374023,263.450557,34.882299,27.979836,11.561916,0.000000,6.217309
0.020000,145.934597,263.412309,35.444177,28.207906,11.403533,-7.919120,6.212797
0.020000,146.499507,263.371163,36.010584,28.432809,11.245151,-7.919120,6.208139
0.020000,147.068669,263.326999,36.581458,28.654545,11.086768,-7.919120,6.203334
0.020000,147.641997,263.279697,37.156734,28.873113,10.928386,-7.919120,6.198381
0.020000,148.219403,263.229134,37.736350,29.088513,10.770004,-7.919120,6.193279
0.020000,148.800797,263.175188,38.320243,29.300745,10.611621,-7.919120,6.188025
0.020000,149.386089,263.117731,38.908348,29.509810,10.453239,-7.919120,6.182620
0.020000,149.975184,263.056639,39.500604,29.715707,10.294856,-7.919120,6.177061
0.020000,150.567987,262.991784,40.096945,29.918436,10.136474,-7.919120,6.171348
0.020000,151.164402,262.923037,40.697309,30.117998,9.978092,-7.919120,6.165481
0.020000,151.764328,262.850268,41.301633,30.314392,9.819709,-7.919120,6.159458
0.020000,152.367663,262.773349,41.909853,30.507619,9.661327,-7.919120,6.153280
0.020000,152.974305,262.692148,42.521906,30.697678,9.502944,-7.919120,6.146946
0.020000,153.584146,262.606535,43.137729,30.884569,9.344562,-7.919120,6.140457
0.020000,154.197078,262.516380,43.757258,31.068293,9.186180,-7.919120,6.133812
0.020000,154.812991,262.421551,44.380429,31.248849,9.027797,-7.919120,6.127011
0.020000,155.431771,262.321920,45.007180,31.426237,8.869415,-7.919120,6.120056
0.020000,156.053302,262.217357,45.637447,31.600458,8.711032,-7.919120,6.112948
0.020000,156.677467,262.107734,46.271166,31.771511,8.552650,-7.919120,6.105686
0.020000,157.304145,261.992923,46.908275,31.939396,8.394268,-7.919120,6.098273
0.020000,157.933212,261.872798,47.548711,32.104114,8.235885,-7.919120,6.090710
0.020000,158.564543,261.747237,48.192408,32.265664,8.077503,-7.919120,6.082999
0.020000,159.198010,261.616116,48.839305,32.424046,7.919120,-7.919120,6.075141
0.020000,159.763002,261.494727,49.489339,32.579261,7.760738,-7.919120,6.067353
0.020000,160.399941,261.350330,50.142444,32.731308,7.602355,-7.919120,6.053158
0.020000,161.037692,261.196205,50.798559,32.880187,7.443973,-7.919120,6.038982
0.020000,161.676050,261.032334,51.457620,33.025899,7.285591,-7.919120,6.024843
0.020000,162.314812,260.858714,52.119563,33.168443,7.127208,-7.919120,6.010759
0.020000,162.953781,260.675360,52.784326,33.307820,6.968826,-7.919120,5.996748
0.020000,163.592768,260.482303,53.451845,33.444029,6.810443,-7.919120,5.982829
0.020000,164.231580,260.279591,54.122056,33.577070,6.652061,-7.919120,5.969019
0.020000,164.870043,260.067286,54.794896,33.706944,6.493679,-7.919120,5.955337
0.020000,165.507979,259.845468,55.470302,33.833650,6.335296,-7.919120,5.941799
0.020000,166.145223,259.614233,56.148210,33.957188,6.176914,-7.919120,5.928423
0.020000,166.781623,259.373686,56.828557,34.077558,6.018531,-7.919120,5.915225
0.020000,167.417028,259.123954,57.511281,34.194761,5.860149,-7.919120,5.902222
0.020000,168.051298,258.865173,58.196316,34.308797,5.701767,-7.919120,5.889427
0.020000,168.684307,258.597492,58.883601,34.419664,5.543384,-7.919120,5.876857
0.020000,169.315936,258.321073,59.573071,34.527364,5.385002,-7.919120,5.864524
0.020000,169.946077,258.036088,60.264664,34.631897,5.226619,-7.919120,5.852441
0.020000,170.574633,257.742722,60.958315,34.733262,5.068237,-7.919120,5.840622
0.020000,171.201518,257.441168,61.653963,34.831459,4.909855,-7.919120,5.829076
0.020000,171.826655,257.131626,62.351542,34.926488,4.751472,-7.919120,5.817816
0.020000,172.449979,256.814309,63.050990,35.018350,4.593090,-7.919120,5.806849
0.020000,173.071434,256.489432,63.752244,35.107044,4.434707,-7.919120,5.796187
0.020000,173.690978,256.157220,64.455240,35.192571,4.276325,-7.919120,5.785835
0.020000,174.308575,255.817902,65.159915,35.274929,4.117943,-7.919120,5.775803
0.020000,174.924200,255.471713,65.866206,35.354121,3.959560,-7.919120,5.766095
0.020000,175.537841,255.118891,66.574049,35.430144,3.801178,-7.919120,5.756719
0.020000,176.149490,254.759680,67.283380,35.503000,3.642795,-7.919120,5.747679
0.020000,176.759152,254.394325,67.994137,35.572688,3.484413,-7.919120,5.738980
0.020000,177.366839,254.023075,68.706256,35.639209,3.326031,-7.919120,5.730625
0.020000,177.972572,253.646179,69.419674,35.702562,3.167648,-7.919120,5.722619
0.020000,178.576378,253.263891,70.134327,35.762747,3.009266,-7.919120,5.714963
0.020000,179.178294,252.876463,70.850152,35.819765,2.850883,-7.919120,5.707660
0.020000,179.778362,252.484149,71.567086,35.873615,2.692501,-7.919120,5.700713
0.020000,180.376632,252.087204,72.285065,35.924297,2.534118,-7.919120,5.694121
0.020000,180.973159,251.685883,73.004026,35.971812,2.375736,-7.919120,5.687888
0.020000,181.568004,251.280439,73.723906,36.016159,2.217354,-7.919120,5.682012
0.020000,182.161235,250.871129,74.444641,36.057338,2.058971,-7.919120,5.676496
0.020000,182.752922,250.458205,75.166167,36.095350,1.900589,-7.919120,5.671339
0.020000,183.343143,250.041922,75.888423,36.130194,1.742206,-7.919120,5.666541
0.020000,183.931976,249.622531,76.611344,36.161871,1.583824,-7.919120,5.662103
0.020000,184.519508,249.200286,77.334866,36.190380,1.425442,-7.919120,5.658024
0.020000,185.105824,248.775436,78.058927,36.215721,1.267059,-7.919120,5.654304
0.020000,185.691016,248.348234,78.783463,36.237894,1.108677,-7.919120,5.650943
0.020000,186.275178,247.918927,79.508411,36.256900,0.950294,-7.919120,5.647940
0.020000,186.858405,247.487765,80.233708,36.272739,0.791912,-7.919120,5.645295
0.020000,187.440796,247.054996,80.959289,36.285409,0.633530,-7.919120,5.643006
0.020000,188.022450,246.620866,81.685092,36.294912,0.475147,-7.919120,5.641075
0.020000,188.603469,246.185622,82.411054,36.301247,0.316765,-7.919120,5.639500
0.020000,189.183952,245.749513,83.137106,36.303968,0.136024,-9.037062,5.638281
0.020000,189.763974,245.312805,83.863149,36.300353,-0.180741,-15.838241,5.637418
0.020000,190.343612,244.875762,84.589088,36.293571,-0.339124,-7.919120,5.636910
0.020000,190.922973,244.438628,85.314860,36.283620,-0.497506,-7.919120,5.636756
0.020000,191.502160,244.001647,86.040402,36.270503,-0.655888,-7.919120,5.636957
0.020000,192.081277,243.565061,86.765649,36.254217,-0.814271,-7.919120,5.637512
0.020000,192.660428,243.129115,87.490539,36.234764,-0.972653,-7.919120,5.638421
0.020000,193.239716,242.694050,88.215008,36.212143,-1.131036,-7.919120,5.639684
0.020000,193.819242,242.260110,88.938993,36.186355,-1.289418,-7.919120,5.641300
0.020000,194.399106,241.827537,89.662430,36.157399,-1.447800,-7.919120,5.643270
0.020000,194.979407,241.396574,90.385257,36.125275,-1.606183,-7.919120,5.645593
0.020000,195.560241,240.967463,91.107410,36.089984,-1.764565,-7.919120,5.648268
0.020000,196.141702,240.540447,91.828825,36.051525,-1.922948,-7.919120,5.651297
0.020000,196.723881,240.115769,92.549439,36.009899,-2.081330,-7.919120,5.654679
0.020000,197.306868,239.693672,93.269189,35.965104,-2.239713,-7.919120,5.658414
0.020000,197.890748,239.274400,93.988011,35.917142,-2.398095,-7.919120,5.662501
0.020000,198.475602,238.858195,94.705843,35.866013,-2.556477,-7.919120,5.666940
0.020000,199.061510,238.445301,95.422620,35.811716,-2.714860,-7.919120,5.671731
0.020000,199.648543,238.035961,96.138280,35.754251,-2.873242,-7.919120,5.676873
0.020000,200.236772,237.630418,96.852759,35.693618,-3.031625,-7.919120,5.682365
0.020000,200.826262,237.228916,97.565993,35.629818,-3.190007,-7.919120,5.688207
0.020000,201.417071,236.831698,98.277920,35.562850,-3.348389,-7.919120,5.694397
0.020000,202.009253,236.439005,98.988475,35.492715,-3.506772,-7.919120,5.700934
0.020000,202.602856,236.051078,99.697596,35.419412,-3.665154,-7.919120,5.707816
0.020000,203.197921,235.668159,100.405220,35.342941,-3.823537,-7.919120,5.715041
0.020000,203.794481,235.290486,101.111282,35.263303,-3.981919,-7.919120,5.722606
0.020000,204.392566,234.918297,101.815720,35.180497,-4.140301,-7.919120,5.730509
0.020000,204.992194,234.551826,102.518471,35.094523,-4.298684,-7.919120,5.738746
0.020000,205.593379,234.191308,103.219470,35.005382,-4.457066,-7.919120,5.747314
0.020000,206.196124,233.836972,103.918654,34.913073,-4.615449,-7.919120,5.756208
0.020000,206.800425,233.489044,104.615961,34.817596,-4.773831,-7.919120,5.765422
0.020000,207.406269,233.147749,105.311326,34.718952,-4.932213,-7.919120,5.774952
0.020000,208.013634,232.813304,106.004687,34.617140,-5.090596,-7.919120,5.784792
0.020000,208.622488,232.485924,106.695980,34.512160,-5.248978,-7.919120,5.794934
0.020000,209.232792,232.165816,107.385142,34.404013,-5.407361,-7.919120,5.805371
0.020000,209.844494,231.853182,108.072109,34.292698,-5.565743,-7.919120,5.816094
0.020000,210.457533,231.548217,108.756818,34.178216,-5.724125,-7.919120,5.827095
0.020000,211.071841,231.251108,109.439206,34.060566,-5.882508,-7.919120,5.838364
0.020000,211.687338,230.962034,110.119209,33.939748,-6.040890,-7.919120,5.849890
0.020000,212.303931,230.681165,110.796764,33.815762,-6.199273,-7.919120,5.861663
0.020000,212.921523,230.408661,111.471808,33.688609,-6.357655,-7.919120,5.873669
0.020000,213.540004,230.144672,112.144277,33.558289,-6.516037,-7.919120,5.885898
0.020000,214.159254,229.889336,112.814108,33.424800,-6.674420,-7.919120,5.898334
0.020000,214.779146,229.642781,113.481237,33.288144,-6.832802,-7.919120,5.910964
0.020000,215.399543,229.405120,114.145602,33.148320,-6.991185,-7.919120,5.923774
0.020000,216.020296,229.176456,114.807139,33.005329,-7.149567,-7.919120,5.936749
0.020000,216.641257,228.956875,115.465784,32.859170,-7.307949,-7.919120,5.949872
0.020000,217.262261,228.746452,116.121474,32.709843,-7.466332,-7.919120,5.963128
0.020000,217.883138,228.545248,116.774146,32.557349,-7.624714,-7.919120,5.976500
0.020000,218.503718,228.353306,117.423736,32.401687,-7.783097,-7.919120,5.989972
0.020000,219.123819,228.170656,118.070181,32.242858,-7.941479,-7.919120,6.003526
0.020000,219.743254,227.997313,118.713419,32.080860,-8.099862,-7.919120,6.017145
0.020000,220.315733,227.844544,119.353384,31.915696,-8.258244,-7.919120,6.025553
0.020000,220.931712,227.683710,119.990015,31.747363,-8.416626,-7.919120,6.030012
0.020000,221.545106,227.526454,120.623247,31.575863,-8.575009,-7.919120,6.034425
0.020000,222.155829,227.372737,121.253018,31.401195,-8.733391,-7.919120,6.038791
0.020000,222.763790,227.222518,121.879263,31.223360,-8.891774,-7.919120,6.043109
0.020000,223.368904,227.075758,122.501920,31.042356,-9.050156,-7.919120,6.047379
0.020000,223.971083,226.932413,123.120926,30.858186,-9.208538,-7.919120,6.051601
0.020000,224.570241,226.792443,123.736216,30.670847,-9.366921,-7.919120,6.055774
0.020000,225.166291,226.655803,124.347728,30.480341,-9.525303,-7.919120,6.059898
0.020000,225.759148,226.522452,124.955398,30.286667,-9.683686,-7.919120,6.063972
0.020000,226.348727,226.392344,125.559163,30.089826,-9.842068,-7.919120,6.067997
0.020000,226.934943,226.265434,126.158959,29.889817,-10.000450,-7.919120,6.071972
0.020000,227.517712,226.141679,126.754724,29.686640,-10.158833,-7.919120,6.075897
0.020000,228.096950,226.021033,127.346393,29.480296,-10.317215,-7.919120,6.079772
0.020000,228.672574,225.903450,127.933904,29.270784,-10.475598,-7.919120,6.083596
0.020000,229.244500,225.788883,128.517193,29.058105,-10.633980,-7.919120,6.087369
0.020000,229.812647,225.677286,129.096197,28.842257,-10.792362,-7.919120,6.091092
0.020000,230.376933,225.568613,129.670852,28.623242,-10.950745,-7.919120,6.094764
0.020000,230.937276,225.462817,130.241095,28.401060,-11.109127,-7.919120,6.098384
0.020000,231.493594,225.359851,130.806862,28.175710,-11.267510,-7.919120,6.101954
0.020000,232.045809,225.259666,131.368091,27.947192,-11.425892,-7.919120,6.105472
0.020000,232.593843,225.162216,131.924723,27.715954,-11.561916,-6.801179,6.108939
0.020000,233.137654,225.067447,132.476730,27.484715,-11.561916,0.000000,6.112355
0.020000,233.677224,224.975301,133.024111,27.253477,-11.561916,0.000000,6.115721
0.020000,234.212537,224.885721,133.566869,27.022239,-11.561916,0.000000,6.119036
0.020000,234.743579,224.798651,134.105001,26.791000,-11.561916,0.000000,6.122302
0.020000,235.270333,224.714036,134.638509,26.559762,-11.561916,-0.000000,6.125519
0.020000,235.792787,224.631823,135.167391,26.328524,-11.561916,0.000000,6.128686
0.020000,236.310926,224.551956,135.691650,26.097285,-11.561916,0.000000,6.131805
0.020000,236.824736,224.474384,136.211283,25.866047,-11.561916,0.000000,6.134877
0.020000,237.334205,224.399054,136.726291,25.634809,-11.561916,0.000000,6.137900
0.020000,237.839321,224.325916,137.236675,25.403570,-11.561916,0.000000,6.140876
0.020000,238.340072,224.254919,137.742434,25.172332,-11.561916,-0.000000,6.143806
0.020000,238.836447,224.186014,138.243569,24.941094,-11.561916,0.000000,6.146690
0.020000,239.328433,224.119151,138.740078,24.709856,-11.561916,0.000000,6.149527
0.020000,239.816022,224.054284,139.231963,24.478617,-11.561916,0.000000,6.152320
0.020000,240.299202,223.991365,139.719223,24.247379,-11.561916,0.000000,6.155067
0.020000,240.777965,223.930347,140.201858,24.016141,-11.561916,0.000000,6.157770
0.020000,241.252300,223.871186,140.679868,23.784902,-11.561916,-0.000000,6.160429
0.020000,241.722198,223.813836,141.153254,23.553664,-11.561916,0.000000,6.163045
0.020000,242.187652,223.758253,141.622015,23.322426,-11.561916,0.000000,6.165618
0.020000,242.648653,223.704395,142.086151,23.091187,-11.561916,0.000000,6.168148
0.020000,243.105192,223.652219,142.545662,22.859949,-11.561916,0.000000,6.170636
0.020000,243.557263,223.601683,143.000549,22.628711,-11.561916,0.000000,6.173082
0.020000,244.004857,223.552747,143.450811,22.397472,-11.561916,-0.000000,6.175487
0.020000,244.447969,223.505370,143.896448,22.166234,-11.561916,0.000000,6.177852
0.020000,244.886590,223.459513,144.337460,21.934996,-11.561916,0.000000,6.180176
0.020000,245.320716,223.415136,144.773848,21.703757,-11.561916,0.000000,6.182460
0.020000,245.750338,223.372204,145.205610,21.472519,-11.561916,0.000000,6.184706
0.020000,246.175453,223.330676,145.632748,21.241281,-11.561916,0.000000,6.186912
0.020000,246.596053,223.290519,146.055262,21.010043,-11.561916,-0.000000,6.189080
0.020000,247.012134,223.251695,146.473150,20.778804,-11.561916,0.000000,6.191210
0.020000,247.423691,223.214169,146.886414,20.547566,-11.561916,0.000000,6.193302
0.020000,247.830717,223.177908,147.295053,20.316328,-11.561916,0.000000,6.195357
0.020000,248.233210,223.142876,147.699067,20.085089,-11.561916,0.000000,6.197376
0.020000,248.631164,223.109042,148.098456,19.853851,-11.561916,0.000000,6.199359
0.020000,249.024574,223.076372,148.493221,19.622613,-11.561916,-0.000000,6.201305
0.020000,249.413437,223.044835,148.883361,19.391374,-11.561916,0.000000,6.203217
0.020000,249.797749,223.014400,149.268876,19.160136,-11.561916,0.000000,6.205094
0.020000,250.177506,222.985036,149.649766,18.928898,-11.561916,0.000000,6.206936
0.020000,250.552704,222.956713,150.026032,18.697659,-11.561916,0.000000,6.208744
